EZABPQM;Tranche_Debut;Tranche_Fin;Mnémo;Territoire;Date_Attribution
58765;587650000;587659999;SFR0;Métropole;08/12/2011
58766;587660000;587669999;COMP;Métropole;20/12/2011
58767;587670000;587679999;COMP;Métropole;20/12/2011
58768;587680000;587689999;COMP;Métropole;06/07/2006
58769;587690000;587699999;COMP;Métropole;21/11/2006
58770;587700000;587709999;UPCF;Métropole;01/05/2014
58771;587710000;587719999;FREE;Métropole;13/04/2006
58772;587720000;587729999;SFR0;Métropole;08/12/2011
58773;587730000;587739999;FREE;Métropole;13/04/2006
58774;587740000;587749999;SFR0;Métropole;08/12/2011
58775;587750000;587759999;SFR0;Métropole;08/12/2011
58776;587760000;587769999;FREE;Métropole;08/01/2009
58777;587770000;587779999;SFR0;Métropole;08/12/2011
58778;587780000;587789999;SFR0;Métropole;08/12/2011
58779;587790000;587799999;SFR0;Métropole;08/12/2011
58780;587800000;587809999;SFR0;Métropole;08/12/2011
58781;587810000;587819999;SFR0;Métropole;08/12/2011
58782;587820000;587829999;SFR0;Métropole;08/12/2011
58783;587830000;587839999;UPCF;Métropole;01/05/2014
58784;587840000;587849999;UPCF;Métropole;01/05/2014
58785;587850000;587859999;UPCF;Métropole;01/05/2014
58786;587860000;587869999;SFR0;Métropole;08/12/2011
58787;587870000;587879999;SFR0;Métropole;08/12/2011
58788;587880000;587889999;SFR0;Métropole;08/12/2011
58789;587890000;587899999;SFR0;Métropole;08/12/2011
5879;587900000;587999999;FREE;Métropole;08/01/2009
59000;590000000;590009999;STMA;Guadeloupe, St Martin et St Barthélemy;03/07/2014
59001;590010000;590019999;BUYC;Guadeloupe, St Martin et St Barthélemy;17/07/2012
59002;590020000;590029999;OUTR;Guadeloupe, St Martin et St Barthélemy;16/11/2020
59003;590030000;590039999;OUTR;Guadeloupe, St Martin et St Barthélemy;16/11/2020
59004;590040000;590049999;OUTR;Guadeloupe, St Martin et St Barthélemy;16/11/2020
59005;590050000;590059999;TYLI;Guadeloupe, St Martin et St Barthélemy;24/12/2015
590060;590060000;590060999;LEGO;Guadeloupe, St Martin et St Barthélemy;06/03/2012
59007;590070000;590079999;BUYC;Guadeloupe, St Martin et St Barthélemy;17/07/2012
59008;590080000;590089999;FRTE;Guadeloupe, St Martin et St Barthélemy;01/07/2018
59009;590090000;590099999;FRTE;Guadeloupe, St Martin et St Barthélemy;01/07/2018
59010;590100000;590109999;OUTR;Guadeloupe, St Martin et St Barthélemy;05/07/2001
59011;590110000;590119999;OUTR;Guadeloupe, St Martin et St Barthélemy;05/07/2001
59012;590120000;590129999;OUTR;Guadeloupe, St Martin et St Barthélemy;05/07/2001
59013;590130000;590139999;OUTR;Guadeloupe, St Martin et St Barthélemy;05/07/2001
590140;590140000;590140999;CMTT;Guadeloupe, St Martin et St Barthélemy;29/08/2022
590141;590141000;590141999;CMTT;Guadeloupe, St Martin et St Barthélemy;29/08/2022
590142;590142000;590142999;CMTT;Guadeloupe, St Martin et St Barthélemy;29/08/2022
590143;590143000;590143999;CMTT;Guadeloupe, St Martin et St Barthélemy;29/08/2022
590144;590144000;590144999;CMTT;Guadeloupe, St Martin et St Barthélemy;29/08/2022
590145;590145000;590145999;CMTT;Guadeloupe, St Martin et St Barthélemy;29/08/2022
590146;590146000;590146999;CMTT;Guadeloupe, St Martin et St Barthélemy;29/08/2022
590147;590147000;590147999;CMTT;Guadeloupe, St Martin et St Barthélemy;29/08/2022
590148;590148000;590148999;CMTT;Guadeloupe, St Martin et St Barthélemy;29/08/2022
590149;590149000;590149999;CMTT;Guadeloupe, St Martin et St Barthélemy;29/08/2022
590150;590150000;590150999;TLCZ;Guadeloupe, St Martin et St Barthélemy;17/07/2023
590151;590151000;590151999;ELTT;Guadeloupe, St Martin et St Barthélemy;05/09/2023
590152;590152000;590152999;GPCN;Guadeloupe, St Martin et St Barthélemy;11/10/2023
590153;590153000;590153999;CLTL;Guadeloupe, St Martin et St Barthélemy;14/12/2023
590154;590154000;590154999;SFR0;Guadeloupe, St Martin et St Barthélemy;20/12/2023
590155;590155000;590155999;SFR0;Guadeloupe, St Martin et St Barthélemy;25/12/2023
590156;590156000;590156999;SFR0;Guadeloupe, St Martin et St Barthélemy;25/12/2023
590157;590157000;590157999;SFR0;Guadeloupe, St Martin et St Barthélemy;25/12/2023
590158;590158000;590158999;SFR0;Guadeloupe, St Martin et St Barthélemy;25/12/2023
590160;590160000;590160999;KAVE;Guadeloupe, St Martin et St Barthélemy;02/12/2021
590162;590162000;590162999;KAVE;Guadeloupe, St Martin et St Barthélemy;02/12/2021
590169;590169000;590169999;KAVE;Guadeloupe, St Martin et St Barthélemy;02/12/2021
590170;590170000;590170999;NIMU;Guadeloupe, St Martin et St Barthélemy;09/12/2021
590171;590171000;590171999;NIMU;Guadeloupe, St Martin et St Barthélemy;09/12/2021
590172;590172000;590172999;NIMU;Guadeloupe, St Martin et St Barthélemy;09/12/2021
590173;590173000;590173999;NIMU;Guadeloupe, St Martin et St Barthélemy;09/12/2021
590178;590178000;590178999;NIMU;Guadeloupe, St Martin et St Barthélemy;09/12/2021
5902;590200000;590299999;FRTE;Guadeloupe, St Martin et St Barthélemy;01/01/2017
59030;590300000;590309999;OPEN;Guadeloupe, St Martin et St Barthélemy;18/07/2019
59031;590310000;590319999;IPDI;Guadeloupe, St Martin et St Barthélemy;23/02/2017
59032;590320000;590329999;FRTE;Guadeloupe, St Martin et St Barthélemy;01/01/2017
59033;590330000;590339999;EVMI;Guadeloupe, St Martin et St Barthélemy;01/09/2022
590340;590340000;590340999;KAVE;Guadeloupe, St Martin et St Barthélemy;02/12/2021
590344;590344000;590344999;KAVE;Guadeloupe, St Martin et St Barthélemy;02/12/2021
590345;590345000;590345999;KAVE;Guadeloupe, St Martin et St Barthélemy;02/12/2021
590349;590349000;590349999;KAVE;Guadeloupe, St Martin et St Barthélemy;02/12/2021
590350;590350000;590350999;IOVO;Guadeloupe, St Martin et St Barthélemy;03/10/2019
59038;590380000;590389999;FRTE;Guadeloupe, St Martin et St Barthélemy;01/01/2017
59039;590390000;590399999;ODIG;Guadeloupe, St Martin et St Barthélemy;01/02/2019
59040;590400000;590409999;IDOM;Guadeloupe, St Martin et St Barthélemy;13/01/2011
59041;590410000;590419999;FRTE;Guadeloupe, St Martin et St Barthélemy;01/01/2017
59042;590420000;590429999;OUTR;Guadeloupe, St Martin et St Barthélemy;05/07/2001
59043;590430000;590439999;THDT;Guadeloupe, St Martin et St Barthélemy;13/07/2017
59044;590440000;590449999;DAUF;Guadeloupe, St Martin et St Barthélemy;06/12/2005
59045;590450000;590459999;VELD;Guadeloupe, St Martin et St Barthélemy;23/11/2017
59046;590460000;590469999;OUTR;Guadeloupe, St Martin et St Barthélemy;31/03/2016
59047;590470000;590479999;FRTE;Guadeloupe, St Martin et St Barthélemy;01/01/2017
59048;590480000;590489999;FRTE;Guadeloupe, St Martin et St Barthélemy;01/01/2017
59049;590490000;590499999;ALNI;Guadeloupe, St Martin et St Barthélemy;22/10/2015
59050;590500000;590509999;FRTE;Guadeloupe, St Martin et St Barthélemy;01/01/2017
59051;590510000;590519999;FRTE;Guadeloupe, St Martin et St Barthélemy;01/01/2017
59052;590520000;590529999;FRTE;Guadeloupe, St Martin et St Barthélemy;01/01/2017
59053;590530000;590539999;MIAS;Guadeloupe, St Martin et St Barthélemy;25/03/2014
59054;590540000;590549999;MIAS;Guadeloupe, St Martin et St Barthélemy;28/10/2015
59055;590550000;590559999;MIAS;Guadeloupe, St Martin et St Barthélemy;24/07/2012
59056;590560000;590569999;OUTR;Guadeloupe, St Martin et St Barthélemy;31/03/2016
59057;590570000;590579999;MIAS;Guadeloupe, St Martin et St Barthélemy;05/10/2004
59058;590580000;590589999;MIAS;Guadeloupe, St Martin et St Barthélemy;05/10/2004
59059;590590000;590599999;MIAS;Guadeloupe, St Martin et St Barthélemy;18/03/2010
59060;590600000;590609999;FRTE;Guadeloupe, St Martin et St Barthélemy;01/01/2017
59061;590610000;590619999;FRTE;Guadeloupe, St Martin et St Barthélemy;01/01/2017
590620;590620000;590620999;THEC;Guadeloupe, St Martin et St Barthélemy;21/04/2022
590623;590623000;590623999;THEC;Guadeloupe, St Martin et St Barthélemy;21/04/2022
590624;590624000;590624999;THEC;Guadeloupe, St Martin et St Barthélemy;21/04/2022
590626;590626000;590626999;THEC;Guadeloupe, St Martin et St Barthélemy;21/04/2022
590629;590629000;590629999;THEC;Guadeloupe, St Martin et St Barthélemy;21/04/2022
59063;590630000;590639999;DYCL;Guadeloupe, St Martin et St Barthélemy;27/10/2022
59064;590640000;590649999;STEL;Guadeloupe, St Martin et St Barthélemy;09/12/2022
59065;590650000;590659999;TNWK;Guadeloupe, St Martin et St Barthélemy;15/02/2023
59066;590660000;590669999;NXFR;Guadeloupe, St Martin et St Barthélemy;08/03/2023
59068;590680000;590689999;FRTE;Guadeloupe, St Martin et St Barthélemy;01/01/2017
59069;590690000;590699999;BJTP;Guadeloupe, St Martin et St Barthélemy;29/07/2008
59070;590700000;590709999;PHON;Guadeloupe, St Martin et St Barthélemy;02/03/2006
59077;590770000;590779999;DAUF;Guadeloupe, St Martin et St Barthélemy;05/04/2000
59078;590780000;590789999;DIAB;Guadeloupe, St Martin et St Barthélemy;07/12/2017
59079;590790000;590799999;DIAB;Guadeloupe, St Martin et St Barthélemy;07/12/2017
5908;590800000;590899999;FRTE;Guadeloupe, St Martin et St Barthélemy;01/01/2017
5909;590900000;590999999;FRTE;Guadeloupe, St Martin et St Barthélemy;01/01/2017
59400;594000000;594009999;ODIG;Guyane;01/02/2019
59401;594010000;594019999;BUYC;Guyane;17/07/2012
59402;594020000;594029999;BUYC;Guyane;17/07/2012
59403;594030000;594039999;FRTE;Guyane;01/07/2018
59404;594040000;594049999;FRTE;Guyane;01/07/2018
59405;594050000;594059999;FRTE;Guyane;01/07/2018
594060;594060000;594060999;LEGO;Guyane;06/03/2012
59407;594070000;594079999;FRTE;Guyane;01/07/2018
59408;594080000;594089999;FRTE;Guyane;01/07/2018
59409;594090000;594099999;FRTE;Guyane;01/07/2018
59410;594100000;594109999;BJTP;Guyane;24/02/2009
59411;594110000;594119999;FRTE;Guyane;01/07/2018
59412;594120000;594129999;RMII;Guyane;30/11/2023
59413;594130000;594139999;TYLI;Guyane;06/04/2023
594140;594140000;594140999;TLCZ;Guyane;17/07/2023
594141;594141000;594141999;DYCL;Guyane;28/07/2023
594142;594142000;594142999;DTGB;Guyane;04/04/2024
594154;594154000;594154999;SFR0;Guyane;20/12/2023
594155;594155000;594155999;SFR0;Guyane;25/12/2023
594156;594156000;594156999;SFR0;Guyane;25/12/2023
594157;594157000;594157999;SFR0;Guyane;25/12/2023
594158;594158000;594158999;SFR0;Guyane;25/12/2023
59420;594200000;594209999;FRTE;Guyane;01/01/2017
59421;594210000;594219999;FRTE;Guyane;01/01/2017
59422;594220000;594229999;FRTE;Guyane;01/01/2017
59423;594230000;594239999;FRTE;Guyane;01/01/2017
59424;594240000;594249999;FRTE;Guyane;01/01/2017
59425;594250000;594259999;FRTE;Guyane;01/01/2017
59426;594260000;594269999;ALNI;Guyane;22/10/2015
59427;594270000;594279999;FRTE;Guyane;01/01/2017
59428;594280000;594289999;FRTE;Guyane;01/01/2017
59429;594290000;594299999;FRTE;Guyane;01/01/2017
59430;594300000;594309999;FRTE;Guyane;01/01/2017
59431;594310000;594319999;FRTE;Guyane;01/01/2017
59432;594320000;594329999;FRTE;Guyane;01/01/2017
59433;594330000;594339999;FRTE;Guyane;01/01/2017
59434;594340000;594349999;FRTE;Guyane;01/01/2017
59435;594350000;594359999;FRTE;Guyane;01/01/2017
59436;594360000;594369999;VELD;Guyane;12/01/2017
59437;594370000;594379999;FRTE;Guyane;01/01/2017
59438;594380000;594389999;FRTE;Guyane;01/01/2017
59439;594390000;594399999;FRTE;Guyane;01/01/2017
59440;594400000;594409999;GUYA;Guyane;26/05/2015
59441;594410000;594419999;UBIC;Guyane;28/12/2017
594420;594420000;594420999;IOVO;Guyane;03/10/2019
59443;594430000;594439999;PHON;Guyane;02/03/2006
59444;594440000;594449999;DAUF;Guyane;03/07/2008
59445;594450000;594459999;DIAB;Guyane;07/12/2017
59446;594460000;594469999;OUTR;Guyane;05/07/2001
59447;594470000;594479999;OUTR;Guyane;05/07/2001
59448;594480000;594489999;OUTR;Guyane;05/07/2001
59449;594490000;594499999;OUTR;Guyane;14/01/2003
59456;594560000;594569999;MIAS;Guyane;22/09/2015
59457;594570000;594579999;MIAS;Guyane;19/10/2004
59458;594580000;594589999;MIAS;Guyane;19/10/2004
59459;594590000;594599999;MIAS;Guyane;19/10/2004
59460;594600000;594609999;MIAS;Guyane;18/03/2010
59461;594610000;594619999;MIAS;Guyane;18/03/2010
59462;594620000;594629999;MIAS;Guyane;18/03/2010
59463;594630000;594639999;MIAS;Guyane;18/03/2010
59480;594800000;594809999;IDOM;Guyane;01/09/2011
59490;594900000;594909999;OUTR;Guyane;31/03/2016
59491;594910000;594919999;OUTR;Guyane;31/03/2016
59492;594920000;594929999;OPEN;Guyane;02/06/2021
594930;594930000;594930999;IPDI;Guyane;09/09/2021
594931;594931000;594931999;IPDI;Guyane;09/09/2021
594932;594932000;594932999;IPDI;Guyane;09/09/2021
594933;594933000;594933999;IPDI;Guyane;09/09/2021
594934;594934000;594934999;IPDI;Guyane;09/09/2021
594935;594935000;594935999;IPDI;Guyane;09/09/2021
594936;594936000;594936999;IPDI;Guyane;09/09/2021
594937;594937000;594937999;IPDI;Guyane;09/09/2021
594938;594938000;594938999;IPDI;Guyane;09/09/2021
594939;594939000;594939999;IPDI;Guyane;09/09/2021
59494;594940000;594949999;OUTR;Guyane;31/03/2016
594950;594950000;594950999;KAVE;Guyane;02/12/2021
594952;594952000;594952999;KAVE;Guyane;02/12/2021
594959;594959000;594959999;KAVE;Guyane;02/12/2021
594960;594960000;594960999;NIMU;Guyane;09/12/2021
594962;594962000;594962999;NIMU;Guyane;09/12/2021
594963;594963000;594963999;NIMU;Guyane;09/12/2021
594964;594964000;594964999;NIMU;Guyane;09/12/2021
594965;594965000;594965999;NIMU;Guyane;09/12/2021
594966;594966000;594966999;NIMU;Guyane;09/12/2021
594967;594967000;594967999;NIMU;Guyane;09/12/2021
594969;594969000;594969999;NIMU;Guyane;09/12/2021
594980;594980000;594980999;NXFR;Guyane;07/04/2022
594990;594990000;594990999;CMTT;Guyane;20/09/2022
594991;594991000;594991999;CMTT;Guyane;20/09/2022
594992;594992000;594992999;CMTT;Guyane;20/09/2022
594993;594993000;594993999;CMTT;Guyane;20/09/2022
594994;594994000;594994999;CMTT;Guyane;20/09/2022
594995;594995000;594995999;CMTT;Guyane;20/09/2022
594996;594996000;594996999;CMTT;Guyane;20/09/2022
594997;594997000;594997999;CMTT;Guyane;20/09/2022
594998;594998000;594998999;CMTT;Guyane;20/09/2022
594999;594999000;594999999;CMTT;Guyane;20/09/2022
59600;596000000;596009999;OUTR;Martinique;16/11/2020
59601;596010000;596019999;BUYC;Martinique;17/07/2012
59602;596020000;596029999;IPDI;Martinique;23/02/2017
59603;596030000;596039999;OUTR;Martinique;16/11/2020
59604;596040000;596049999;OUTR;Martinique;16/11/2020
59605;596050000;596059999;ODIG;Martinique;01/02/2019
596060;596060000;596060999;LEGO;Martinique;06/03/2012
59607;596070000;596079999;FRTE;Martinique;01/07/2018
596090;596090000;596090999;CMTT;Martinique;29/08/2022
596091;596091000;596091999;CMTT;Martinique;29/08/2022
596092;596092000;596092999;CMTT;Martinique;29/08/2022
596093;596093000;596093999;CMTT;Martinique;29/08/2022
596094;596094000;596094999;CMTT;Martinique;29/08/2022
596095;596095000;596095999;CMTT;Martinique;29/08/2022
596096;596096000;596096999;CMTT;Martinique;29/08/2022
596097;596097000;596097999;CMTT;Martinique;29/08/2022
596098;596098000;596098999;CMTT;Martinique;29/08/2022
596099;596099000;596099999;CMTT;Martinique;29/08/2022
59610;596100000;596109999;BJTP;Martinique;13/03/2008
596154;596154000;596154999;SFR0;Martinique;20/12/2023
596155;596155000;596155999;SFR0;Martinique;25/12/2023
596156;596156000;596156999;SFR0;Martinique;25/12/2023
596157;596157000;596157999;SFR0;Martinique;25/12/2023
596158;596158000;596158999;SFR0;Martinique;25/12/2023
59627;596270000;596279999;MIAS;Martinique;09/07/2013
59628;596280000;596289999;MIAS;Martinique;25/03/2014
59629;596290000;596299999;VELD;Martinique;23/11/2017
59630;596300000;596309999;FRTE;Martinique;01/01/2017
596310;596310000;596310999;NIMU;Martinique;09/12/2021
596311;596311000;596311999;NIMU;Martinique;09/12/2021
596312;596312000;596312999;NIMU;Martinique;09/12/2021
596313;596313000;596313999;NIMU;Martinique;09/12/2021
596314;596314000;596314999;NIMU;Martinique;09/12/2021
596315;596315000;596315999;NIMU;Martinique;09/12/2021
596316;596316000;596316999;NIMU;Martinique;09/12/2021
596317;596317000;596317999;NIMU;Martinique;09/12/2021
596319;596319000;596319999;NIMU;Martinique;09/12/2021
596330;596330000;596330999;THEC;Martinique;21/04/2022
59634;596340000;596349999;TNWK;Martinique;15/02/2023
59635;596350000;596359999;MIAS;Martinique;18/03/2010
59636;596360000;596369999;OUTR;Martinique;05/07/2001
59637;596370000;596379999;MIAS;Martinique;05/10/2004
59638;596380000;596389999;FRTE;Martinique;01/01/2017
59639;596390000;596399999;FRTE;Martinique;01/01/2017
59640;596400000;596409999;FRTE;Martinique;01/01/2017
59641;596410000;596419999;ALNI;Martinique;22/10/2015
59642;596420000;596429999;FRTE;Martinique;01/01/2017
59643;596430000;596439999;DIAB;Martinique;07/12/2017
59644;596440000;596449999;DAUF;Martinique;03/07/2008
596450;596450000;596450999;KAVE;Martinique;02/12/2021
59646;596460000;596469999;FRTE;Martinique;01/01/2017
59647;596470000;596479999;FRTE;Martinique;01/01/2017
59648;596480000;596489999;FRTE;Martinique;01/01/2017
59649;596490000;596499999;OPEN;Martinique;18/07/2019
5965;596500000;596599999;FRTE;Martinique;01/01/2017
5966;596600000;596699999;FRTE;Martinique;01/01/2017
5967;596700000;596799999;FRTE;Martinique;01/01/2017
59680;596800000;596809999;IDOM;Martinique;01/09/2011
59681;596810000;596819999;TYLI;Martinique;06/04/2023
59682;596820000;596829999;DYCL;Martinique;12/04/2023
59683;596830000;596839999;TAOF;Martinique;20/04/2023
59689;596890000;596899999;OUTR;Martinique;05/07/2001
596900;596900000;596900999;ITEL;Martinique;01/07/2023
596901;596901000;596901999;TLCZ;Martinique;17/07/2023
596902;596902000;596902999;ELTT;Martinique;05/09/2023
596903;596903000;596903999;CLTL;Martinique;14/12/2023
59694;596940000;596949999;PHON;Martinique;02/03/2006
59695;596950000;596959999;OUTR;Martinique;05/07/2001
59696;596960000;596969999;OUTR;Martinique;05/07/2001
59697;596970000;596979999;OUTR;Martinique;05/07/2001
59698;596980000;596989999;OUTR;Martinique;31/03/2016
596990;596990000;596990999;IOVO;Martinique;03/10/2019
6010;601000000;601099999;SFR0;Métropole;08/12/2011
6011;601100000;601199999;SFR0;Métropole;08/12/2011
6012;601200000;601299999;SFR0;Métropole;08/12/2011
6013;601300000;601399999;SFR0;Métropole;08/12/2011
6014;601400000;601499999;SFR0;Métropole;08/12/2011
6015;601500000;601599999;SFR0;Métropole;08/12/2011
60160;601600000;601609999;SFR0;Métropole;08/12/2011
60161;601610000;601619999;SFR0;Métropole;08/12/2011
60162;601620000;601629999;SFR0;Métropole;08/12/2011
60163;601630000;601639999;LPST;Métropole;06/09/2021
60164;601640000;601649999;SFR0;Métropole;08/12/2011
60165;601650000;601659999;SFR0;Métropole;08/12/2011
60166;601660000;601669999;SFR0;Métropole;08/12/2011
60167;601670000;601679999;SFR0;Métropole;08/12/2011
60168;601680000;601689999;GNTL;Métropole;01/07/2021
60169;601690000;601699999;SFR0;Métropole;08/12/2011
60170;601700000;601709999;SOCT;Métropole;01/06/2021
60171;601710000;601719999;CORI;Métropole;05/07/2021
60172;601720000;601729999;CORI;Métropole;05/07/2021
60173;601730000;601739999;LPST;Métropole;06/09/2021
60174;601740000;601749999;LPST;Métropole;06/09/2021
60175;601750000;601759999;LPST;Métropole;06/09/2021
60176;601760000;601769999;PRIX;Métropole;31/01/2019
60177;601770000;601779999;PRIX;Métropole;31/01/2019
60178;601780000;601789999;NRJ;Métropole;25/03/2019
60179;601790000;601799999;NRJ;Métropole;25/03/2019
6018;601800000;601899999;SFR0;Métropole;08/12/2011
6019;601900000;601999999;SFR0;Métropole;08/12/2011
6020;602000000;602099999;FRTE;Métropole;01/01/2017
6021;602100000;602199999;FRTE;Métropole;01/01/2017
6022;602200000;602299999;AFON;Métropole;23/02/2010
6023;602300000;602399999;AFON;Métropole;23/02/2010
6024;602400000;602499999;NRJ;Métropole;01/03/2018
60250;602500000;602509999;NRJ;Métropole;01/03/2018
60251;602510000;602519999;NRJ;Métropole;01/03/2018
60252;602520000;602529999;NRJ;Métropole;01/03/2018
60253;602530000;602539999;NRJ;Métropole;01/03/2018
60254;602540000;602549999;NRJ;Métropole;01/03/2018
602550;602550000;602550999;NRJ;Métropole;01/03/2018
602551;602551000;602551999;NRJ;Métropole;01/03/2018
602552;602552000;602552999;BUDG;Métropole;11/04/2024
602553;602553000;602553999;NRJ;Métropole;01/03/2018
602554;602554000;602554999;NRJ;Métropole;01/03/2018
602555;602555000;602555999;NRJ;Métropole;01/03/2018
602556;602556000;602556999;NRJ;Métropole;01/03/2018
602557;602557000;602557999;NRJ;Métropole;01/03/2018
602558;602558000;602558999;NRJ;Métropole;01/03/2018
602559;602559000;602559999;NRJ;Métropole;01/03/2018
60256;602560000;602569999;NRJ;Métropole;01/03/2018
602570;602570000;602570999;HUBT;Métropole;04/06/2024
602571;602571000;602571999;NRJ;Métropole;01/03/2018
602572;602572000;602572999;NRJ;Métropole;01/03/2018
602573;602573000;602573999;NRJ;Métropole;01/03/2018
602574;602574000;602574999;NRJ;Métropole;01/03/2018
602575;602575000;602575999;NRJ;Métropole;01/03/2018
602576;602576000;602576999;NRJ;Métropole;01/03/2018
602577;602577000;602577999;IVIA;Métropole;04/07/2024
602578;602578000;602578999;NRJ;Métropole;01/03/2018
602579;602579000;602579999;NRJ;Métropole;01/03/2018
60258;602580000;602589999;NRJ;Métropole;01/03/2018
60259;602590000;602599999;NRJ;Métropole;01/03/2018
6026;602600000;602699999;SFR0;Métropole;22/09/2016
6027;602700000;602799999;SFR0;Métropole;13/10/2016
6028;602800000;602899999;SMAA;Métropole;14/06/2023
6029;602900000;602999999;SMAA;Métropole;14/06/2023
603;603000000;603999999;SFR0;Métropole;08/12/2011
6040;604000000;604099999;AFON;Métropole;06/09/2007
6041;604100000;604199999;AFON;Métropole;16/10/2008
6042;604200000;604299999;EMES;Métropole;22/06/2017
6043;604300000;604399999;EMES;Métropole;22/06/2017
6044;604400000;604499999;AFON;Métropole;31/03/2009
6045;604500000;604599999;SFR0;Métropole;08/12/2011
6046;604600000;604699999;SFR0;Métropole;08/12/2011
6047;604700000;604799999;SFR0;Métropole;08/12/2011
6048;604800000;604899999;SFR0;Métropole;08/12/2011
6049;604900000;604999999;SFR0;Métropole;08/12/2011
6050;605000000;605099999;NRJ;Métropole;10/12/2013
6051;605100000;605199999;NRJ;Métropole;10/12/2013
6052;605200000;605299999;NRJ;Métropole;10/12/2013
6053;605300000;605399999;NRJ;Métropole;10/12/2013
6054;605400000;605499999;NRJ;Métropole;10/12/2013
6055;605500000;605599999;LYCA;Métropole;14/06/2011
6056;605600000;605699999;LYCA;Métropole;14/06/2011
6057;605700000;605799999;LYCA;Métropole;14/06/2011
6058;605800000;605899999;LYCA;Métropole;14/06/2011
6059;605900000;605999999;LYCA;Métropole;14/06/2011
6060;606000000;606099999;EMES;Métropole;22/06/2017
60610;606100000;606109999;EMES;Métropole;22/06/2017
60615;606150000;606159999;EMES;Métropole;22/06/2017
60616;606160000;606169999;EMES;Métropole;22/06/2017
60619;606190000;606199999;EMES;Métropole;22/06/2017
6062;606200000;606299999;EMES;Métropole;22/06/2017
6063;606300000;606399999;EMES;Métropole;22/06/2017
6064;606400000;606499999;AFON;Métropole;06/09/2007
6065;606500000;606599999;NRJ;Métropole;12/04/2005
6066;606600000;606699999;NRJ;Métropole;12/04/2005
6067;606700000;606799999;NRJ;Métropole;12/04/2005
6068;606800000;606899999;NRJ;Métropole;12/04/2005
6069;606900000;606999999;NRJ;Métropole;12/04/2005
607;607000000;607999999;FRTE;Métropole;01/01/2017
608;608000000;608999999;FRTE;Métropole;01/01/2017
609;609000000;609999999;SFR0;Métropole;08/12/2011
610;610000000;610999999;SFR0;Métropole;08/12/2011
611;611000000;611999999;SFR0;Métropole;08/12/2011
612;612000000;612999999;SFR0;Métropole;08/12/2011
613;613000000;613999999;SFR0;Métropole;08/12/2011
614;614000000;614999999;SFR0;Métropole;08/12/2011
615;615000000;615999999;SFR0;Métropole;08/12/2011
616;616000000;616999999;SFR0;Métropole;08/12/2011
617;617000000;617999999;SFR0;Métropole;08/12/2011
618;618000000;618999999;SFR0;Métropole;08/12/2011
619;619000000;619999999;SFR0;Métropole;08/12/2011
620;620000000;620999999;SFR0;Métropole;08/12/2011
621;621000000;621999999;SFR0;Métropole;08/12/2011
622;622000000;622999999;SFR0;Métropole;08/12/2011
623;623000000;623999999;SFR0;Métropole;08/12/2011
624;624000000;624999999;SFR0;Métropole;08/12/2011
625;625000000;625999999;SFR0;Métropole;08/12/2011
626;626000000;626999999;SFR0;Métropole;08/12/2011
627;627000000;627999999;SFR0;Métropole;08/12/2011
62800;628000000;628009999;SFR0;Métropole;08/12/2011
62801;628010000;628019999;SFR0;Métropole;08/12/2011
62802;628020000;628029999;SFR0;Métropole;08/12/2011
62803;628030000;628039999;SFR0;Métropole;08/12/2011
62804;628040000;628049999;LPST;Métropole;06/09/2021
62805;628050000;628059999;LPST;Métropole;06/09/2021
62806;628060000;628069999;LPST;Métropole;06/09/2021
62807;628070000;628079999;LPST;Métropole;06/09/2021
62808;628080000;628089999;SFR0;Métropole;08/12/2011
62809;628090000;628099999;SFR0;Métropole;08/12/2011
62810;628100000;628109999;SFR0;Métropole;08/12/2011
62811;628110000;628119999;SFR0;Métropole;08/12/2011
62812;628120000;628129999;SFR0;Métropole;08/12/2011
62813;628130000;628139999;SFR0;Métropole;08/12/2011
62814;628140000;628149999;SFR0;Métropole;08/12/2011
62815;628150000;628159999;SFR0;Métropole;08/12/2011
62816;628160000;628169999;SFR0;Métropole;08/12/2011
62817;628170000;628179999;SFR0;Métropole;08/12/2011
62818;628180000;628189999;SFR0;Métropole;08/12/2011
62819;628190000;628199999;CORI;Métropole;05/07/2021
62820;628200000;628209999;SFR0;Métropole;08/12/2011
62821;628210000;628219999;SFR0;Métropole;08/12/2011
62822;628220000;628229999;SFR0;Métropole;08/12/2011
62823;628230000;628239999;LPST;Métropole;06/09/2021
62824;628240000;628249999;SFR0;Métropole;08/12/2011
62825;628250000;628259999;LPST;Métropole;06/09/2021
62826;628260000;628269999;SFR0;Métropole;08/12/2011
62827;628270000;628279999;CORI;Métropole;05/07/2021
62828;628280000;628289999;CORI;Métropole;05/07/2021
62829;628290000;628299999;CORI;Métropole;05/07/2021
62830;628300000;628309999;CORI;Métropole;05/07/2021
62831;628310000;628319999;SFR0;Métropole;08/12/2011
62832;628320000;628329999;LPST;Métropole;06/09/2021
62833;628330000;628339999;LPST;Métropole;06/09/2021
62834;628340000;628349999;LPST;Métropole;06/09/2021
62835;628350000;628359999;LPST;Métropole;06/09/2021
62836;628360000;628369999;AFON;Métropole;30/08/2021
62837;628370000;628379999;SFR0;Métropole;08/12/2011
62838;628380000;628389999;SFR0;Métropole;08/12/2011
62839;628390000;628399999;SFR0;Métropole;08/12/2011
6284;628400000;628499999;SFR0;Métropole;08/12/2011
